stock_code,market_id,observed_days,avg_daily_demand,demand_std,avg_forecast_sales,forecast_error,forecast_bias,stockout_risk_rate,overstock_risk_rate,stockout_risk_flag,overstock_risk_flag,negative_actual_sales_count,lead_time_days,z_score,available_stock_assumption,suggested_safety_stock,suggested_reorder_point,source
79190B,Belgium,1,15.0,0.0,21.804421021425032,0.4536280680950021,0.4536280680950021,0.0,1.0,False,True,0,7,1.65,21.804421021425032,0.0,105.0,model
22090,EIRE,1,6.0,0.0,8.720587132942152,0.45343118882369193,0.45343118882369193,0.0,1.0,False,True,0,7,1.65,8.720587132942152,0.0,42.0,model
21219,EIRE,1,10.0,0.0,14.532890312417232,0.45328903124172315,0.45328903124172315,0.0,1.0,False,True,0,7,1.65,14.532890312417232,0.0,70.0,model
20963,EIRE,1,10.0,0.0,14.532890312417232,0.45328903124172315,0.45328903124172315,0.0,1.0,False,True,0,7,1.65,14.532890312417232,0.0,70.0,model
23291,Norway,1,8.0,0.0,11.62425878169074,0.4530323477113425,0.4530323477113425,0.0,1.0,False,True,0,7,1.65,11.62425878169074,0.0,56.0,model
23289,Norway,1,8.0,0.0,11.62425878169074,0.4530323477113425,0.4530323477113425,0.0,1.0,False,True,0,7,1.65,11.62425878169074,0.0,56.0,model
23300,EIRE,1,12.0,0.0,17.436126371880693,0.4530105309900578,0.4530105309900578,0.0,1.0,False,True,0,7,1.65,17.436126371880693,0.0,84.0,model
35970,Channel Islands,1,12.0,0.0,17.436126371880693,0.4530105309900578,0.4530105309900578,0.0,1.0,False,True,0,7,1.65,17.436126371880693,0.0,84.0,model
22650,EIRE,1,12.0,0.0,17.43264167445814,0.4527201395381783,0.4527201395381783,0.0,1.0,False,True,0,7,1.65,17.43264167445814,0.0,84.0,model
22961,Spain,1,12.0,0.0,17.43264167445814,0.4527201395381783,0.4527201395381783,0.0,1.0,False,True,0,7,1.65,17.43264167445814,0.0,84.0,model
22142,France,1,12.0,0.0,17.43264167445814,0.4527201395381783,0.4527201395381783,0.0,1.0,False,True,0,7,1.65,17.43264167445814,0.0,84.0,model
23147,EIRE,1,12.0,0.0,17.43264167445814,0.4527201395381783,0.4527201395381783,0.0,1.0,False,True,0,7,1.65,17.43264167445814,0.0,84.0,model
23147,France,1,12.0,0.0,17.43264167445814,0.4527201395381783,0.4527201395381783,0.0,1.0,False,True,0,7,1.65,17.43264167445814,0.0,84.0,model
21211,Germany,1,12.0,0.0,17.43264167445814,0.4527201395381783,0.4527201395381783,0.0,1.0,False,True,0,7,1.65,17.43264167445814,0.0,84.0,model
22969,France,1,12.0,0.0,17.43264167445814,0.4527201395381783,0.4527201395381783,0.0,1.0,False,True,0,7,1.65,17.43264167445814,0.0,84.0,model
22644,France,1,12.0,0.0,17.43264167445814,0.4527201395381783,0.4527201395381783,0.0,1.0,False,True,0,7,1.65,17.43264167445814,0.0,84.0,model
22549,Belgium,1,12.0,0.0,17.43264167445814,0.4527201395381783,0.4527201395381783,0.0,1.0,False,True,0,7,1.65,17.43264167445814,0.0,84.0,model
22078,Germany,3,8.333333333333334,2.8867513459481287,12.105264070233765,0.45263168842805185,0.45263168842805185,0.0,1.0,False,True,0,7,1.65,12.105264070233765,12.60208316112856,70.93541649446189,model
22636,Germany,2,2.0,0.0,2.9048096637266925,0.45240483186334624,0.45240483186334624,0.0,1.0,False,True,0,7,1.65,2.9048096637266925,0.0,14.0,model
21844,France,1,6.0,0.0,8.713638603133223,0.4522731005222038,0.4522731005222038,0.0,1.0,False,True,0,7,1.65,8.713638603133223,0.0,42.0,model
23324,France,1,12.0,0.0,17.416548394255365,0.4513790328546137,0.4513790328546137,0.0,1.0,False,True,0,7,1.65,17.416548394255365,0.0,84.0,model
23439,France,1,12.0,0.0,17.416548394255365,0.4513790328546137,0.4513790328546137,0.0,1.0,False,True,0,7,1.65,17.416548394255365,0.0,84.0,model
23154,Italy,1,12.0,0.0,17.416548394255365,0.4513790328546137,0.4513790328546137,0.0,1.0,False,True,0,7,1.65,17.416548394255365,0.0,84.0,model
23422,EIRE,1,12.0,0.0,17.416548394255365,0.4513790328546137,0.4513790328546137,0.0,1.0,False,True,0,7,1.65,17.416548394255365,0.0,84.0,model
21907,Spain,1,12.0,0.0,17.416548394255365,0.4513790328546137,0.4513790328546137,0.0,1.0,False,True,0,7,1.65,17.416548394255365,0.0,84.0,model
23418,Portugal,1,12.0,0.0,17.416548394255365,0.4513790328546137,0.4513790328546137,0.0,1.0,False,True,0,7,1.65,17.416548394255365,0.0,84.0,model
22628,Belgium,4,3.0,2.0,4.348961064117695,0.4496536880392319,0.4496536880392319,0.0,1.0,False,True,1,7,1.65,4.348961064117695,8.730979326513149,29.73097932651315,model
20970,EIRE,2,4.0,0.0,5.78907450532508,0.44726862633126996,0.44726862633126996,0.0,1.0,False,True,0,7,1.65,5.78907450532508,0.0,28.0,model
21430,France,2,3.5,0.7071067811865476,5.0632774617741365,0.4466507033640391,0.4466507033640391,0.0,1.0,False,True,0,7,1.65,5.0632774617741365,3.086867344088502,27.586867344088503,model
21533,Germany,2,3.0,0.0,4.339577895901318,0.44652596530043925,0.44652596530043925,0.0,1.0,False,True,0,7,1.65,4.339577895901318,0.0,21.0,model
22471,Portugal,1,3.0,0.0,4.339577895901318,0.44652596530043925,0.44652596530043925,0.0,1.0,False,True,0,7,1.65,4.339577895901318,0.0,21.0,model
84535B,France,1,16.0,0.0,23.13130642190335,0.4457066513689594,0.4457066513689594,0.0,1.0,False,True,0,7,1.65,23.13130642190335,0.0,112.0,model
85066,EIRE,3,2.0,0.0,2.891093365234596,0.44554668261729785,0.44554668261729785,0.0,1.0,False,True,0,7,1.65,2.891093365234596,0.0,14.0,model
22472,Netherlands,2,24.0,11.313708498984761,34.67418319273209,0.4447576330305038,0.4447576330305038,0.0,1.0,False,True,0,7,1.65,34.67418319273209,49.38987750541603,217.38987750541602,model
84945,Belgium,2,12.0,0.0,17.336855875047295,0.44473798958727456,0.44473798958727456,0.0,1.0,False,True,0,7,1.65,17.336855875047295,0.0,84.0,model
22603,France,2,12.0,0.0,17.336855875047295,0.44473798958727456,0.44473798958727456,0.0,1.0,False,True,0,7,1.65,17.336855875047295,0.0,84.0,model
21974,Germany,3,8.666666666666666,5.773502691896257,12.51487216914571,0.44402371182450484,0.44402371182450484,0.0,1.0,False,True,0,7,1.65,12.51487216914571,25.20416632225712,85.87083298892378,model
22728,EIRE,1,4.0,0.0,5.770112182171539,0.44252804554288483,0.44252804554288483,0.0,1.0,False,True,0,7,1.65,5.770112182171539,0.0,28.0,model
21156,Netherlands,1,60.0,0.0,86.51741408871902,0.44195690147865035,0.44195690147865035,0.0,1.0,False,True,0,7,1.65,86.51741408871902,0.0,420.0,model
21499,France,1,25.0,0.0,36.01979651289276,0.4407918605157104,0.4407918605157104,0.0,1.0,False,True,0,7,1.65,36.01979651289276,0.0,175.0,model
22959,EIRE,1,25.0,0.0,36.01979651289276,0.4407918605157104,0.4407918605157104,0.0,1.0,False,True,0,7,1.65,36.01979651289276,0.0,175.0,model
23546,Spain,1,25.0,0.0,36.01979651289276,0.4407918605157104,0.4407918605157104,0.0,1.0,False,True,0,7,1.65,36.01979651289276,0.0,175.0,model
23233,Germany,1,25.0,0.0,36.01979651289276,0.4407918605157104,0.4407918605157104,0.0,1.0,False,True,0,7,1.65,36.01979651289276,0.0,175.0,model
22709,Germany,1,25.0,0.0,36.01979651289276,0.4407918605157104,0.4407918605157104,0.0,1.0,False,True,0,7,1.65,36.01979651289276,0.0,175.0,model
84077,Germany,1,48.0,0.0,69.10979955957863,0.43978749082455487,0.43978749082455487,0.0,1.0,False,True,0,7,1.65,69.10979955957863,0.0,336.0,model
85199S,EIRE,1,24.0,0.0,34.521294098411616,0.438387254100484,0.438387254100484,0.0,1.0,False,True,0,7,1.65,34.521294098411616,0.0,168.0,model
22758,France,2,12.0,0.0,17.257168125570033,0.4380973437975027,0.4380973437975027,0.0,1.0,False,True,0,7,1.65,17.257168125570033,0.0,84.0,model
23368,Portugal,1,16.0,0.0,23.003829494683604,0.43773934341772525,0.43773934341772525,0.0,1.0,False,True,0,7,1.65,23.003829494683604,0.0,112.0,model
23367,Portugal,1,16.0,0.0,23.003829494683604,0.43773934341772525,0.43773934341772525,0.0,1.0,False,True,0,7,1.65,23.003829494683604,0.0,112.0,model
22631,Unspecified,1,12.0,0.0,17.2434803973969,0.4369566997830751,0.4369566997830751,0.0,1.0,False,True,0,7,1.65,17.2434803973969,0.0,84.0,model
85159A,Denmark,1,12.0,0.0,17.2434803973969,0.4369566997830751,0.4369566997830751,0.0,1.0,False,True,0,7,1.65,17.2434803973969,0.0,84.0,model
35599B,Denmark,1,12.0,0.0,17.2434803973969,0.4369566997830751,0.4369566997830751,0.0,1.0,False,True,0,7,1.65,17.2434803973969,0.0,84.0,model
23303,USA,1,12.0,0.0,17.2434803973969,0.4369566997830751,0.4369566997830751,0.0,1.0,False,True,0,7,1.65,17.2434803973969,0.0,84.0,model
23305,USA,1,12.0,0.0,17.2434803973969,0.4369566997830751,0.4369566997830751,0.0,1.0,False,True,0,7,1.65,17.2434803973969,0.0,84.0,model
23304,USA,1,12.0,0.0,17.2434803973969,0.4369566997830751,0.4369566997830751,0.0,1.0,False,True,0,7,1.65,17.2434803973969,0.0,84.0,model
44089A,United Kingdom,1,8.0,0.0,11.49332559711654,0.4366656996395675,0.4366656996395675,0.0,1.0,False,True,0,7,1.65,11.49332559711654,0.0,56.0,model
22617,Italy,1,3.0,0.0,4.306009517380875,0.4353365057936249,0.4353365057936249,0.0,1.0,False,True,0,7,1.65,4.306009517380875,0.0,21.0,model
22745,EIRE,2,6.0,0.0,8.58684357018586,0.4311405950309764,0.4311405950309764,0.0,1.0,False,True,0,7,1.65,8.58684357018586,0.0,42.0,model
22057,EIRE,1,16.0,0.0,22.87178585116585,0.4294866156978656,0.4294866156978656,0.0,1.0,False,True,0,7,1.65,22.87178585116585,0.0,112.0,model
22750,France,3,3.3333333333333335,1.1547005383792515,4.761838444020241,0.4285515332060723,0.4285515332060723,0.0,1.0,False,True,0,7,1.65,4.761838444020241,5.040833264451424,28.37416659778476,model
85099B,Belgium,1,10.0,0.0,14.283429745740632,0.4283429745740632,0.4283429745740632,0.0,1.0,False,True,0,7,1.65,14.283429745740632,0.0,70.0,model
21426,Germany,1,6.0,0.0,8.56999144104799,0.42833190684133154,0.42833190684133154,0.0,1.0,False,True,0,7,1.65,8.56999144104799,0.0,42.0,model
22746,EIRE,1,6.0,0.0,8.56999144104799,0.42833190684133154,0.42833190684133154,0.0,1.0,False,True,0,7,1.65,8.56999144104799,0.0,42.0,model
23168,Norway,2,12.0,0.0,17.127528168883924,0.42729401407366024,0.42729401407366024,0.0,1.0,False,True,0,7,1.65,17.127528168883924,0.0,84.0,model
21494,Germany,2,12.0,0.0,17.10575201366242,0.4254793344718684,0.4254793344718684,0.0,1.0,False,True,0,7,1.65,17.10575201366242,0.0,84.0,model
22251,United Kingdom,7,3.5714285714285716,2.760262237369417,5.089538532534541,0.4250707891096714,0.4250707891096714,0.0,1.0,False,True,0,7,1.65,5.089538532534541,12.049896265113654,37.04989626511365,model
23570,France,7,11.142857142857142,2.2677868380553634,15.847592892327102,0.42221987495243224,0.42221987495243224,0.0,1.0,False,True,0,7,1.65,15.847592892327102,9.899999999999999,87.9,model
21703,Italy,1,24.0,0.0,34.0974780132498,0.4207282505520749,0.4207282505520749,0.0,1.0,False,True,0,7,1.65,34.0974780132498,0.0,168.0,model
22818,Cyprus,1,24.0,0.0,34.0974780132498,0.4207282505520749,0.4207282505520749,0.0,1.0,False,True,0,7,1.65,34.0974780132498,0.0,168.0,model
22337,Norway,1,24.0,0.0,34.0974780132498,0.4207282505520749,0.4207282505520749,0.0,1.0,False,True,0,7,1.65,34.0974780132498,0.0,168.0,model
22128,Cyprus,1,12.0,0.0,17.034855183098866,0.41957126525823885,0.41957126525823885,0.0,1.0,False,True,0,7,1.65,17.034855183098866,0.0,84.0,model
22029,France,3,12.0,0.0,17.02710843597062,0.4189257029975521,0.4189257029975521,0.0,1.0,False,True,0,7,1.65,17.02710843597062,0.0,84.0,model
47559B,Norway,2,10.0,0.0,14.179087205670694,0.4179087205670694,0.4179087205670694,0.0,1.0,False,True,0,7,1.65,14.179087205670694,0.0,70.0,model
22441,Italy,1,8.0,0.0,11.322746917741904,0.41534336471773803,0.41534336471773803,0.0,1.0,False,True,0,7,1.65,11.322746917741904,0.0,56.0,model
23569,Italy,1,8.0,0.0,11.318580156176822,0.4148225195221027,0.4148225195221027,0.0,1.0,False,True,0,7,1.65,11.318580156176822,0.0,56.0,model
22547,Germany,1,48.0,0.0,67.88799123292597,0.4143331506859577,0.4143331506859577,0.0,1.0,False,True,0,7,1.65,67.88799123292597,0.0,336.0,model
22905,Netherlands,1,40.0,0.0,56.56836478362954,0.41420911959073853,0.41420911959073853,0.0,1.0,False,True,0,7,1.65,56.56836478362954,0.0,280.0,model
84378,Portugal,1,12.0,0.0,16.962994294723305,0.41358285789360877,0.41358285789360877,0.0,1.0,False,True,0,7,1.65,16.962994294723305,0.0,84.0,model
22743,France,1,6.0,0.0,8.478022077959322,0.413003679659887,0.413003679659887,0.0,1.0,False,True,0,7,1.65,8.478022077959322,0.0,42.0,model
22489,Japan,1,96.0,0.0,135.62035075766076,0.4127119870589662,0.4127119870589662,0.0,1.0,False,True,0,7,1.65,135.62035075766076,0.0,672.0,model
23583,EIRE,2,10.0,0.0,14.122637401704916,0.41226374017049155,0.41226374017049155,0.0,1.0,False,True,0,7,1.65,14.122637401704916,0.0,70.0,model
20983,EIRE,1,12.0,0.0,16.908529871311416,0.40904415594261795,0.40904415594261795,0.0,1.0,False,True,0,7,1.65,16.908529871311416,0.0,84.0,model
15056P,EIRE,2,3.0,0.0,4.226866582107727,0.40895552736924223,0.40895552736924223,0.0,1.0,False,True,0,7,1.65,4.226866582107727,0.0,21.0,model
22320,France,2,3.0,0.0,4.226866582107727,0.40895552736924223,0.40895552736924223,0.0,1.0,False,True,0,7,1.65,4.226866582107727,0.0,21.0,model
22654,EIRE,1,3.0,0.0,4.226866582107727,0.40895552736924223,0.40895552736924223,0.0,1.0,False,True,0,7,1.65,4.226866582107727,0.0,21.0,model
90185B,United Kingdom,2,1.0,0.0,1.4088568601391742,0.4088568601391741,0.4088568601391741,0.0,1.0,False,True,0,7,1.65,1.4088568601391742,0.0,7.0,model
20750,EIRE,1,4.0,0.0,5.634916650512061,0.4087291626280152,0.4087291626280152,0.0,1.0,False,True,0,7,1.65,5.634916650512061,0.0,28.0,model
22909,France,4,10.25,3.5,14.428346624467679,0.40764357311879795,0.40764357311879795,0.0,1.0,False,True,0,7,1.65,14.428346624467679,15.279213821398011,87.02921382139802,model
47559B,Germany,5,18.4,17.686152775547313,25.89887135024649,0.40754735599165726,0.40754735599165726,0.0,1.0,False,True,0,7,1.65,25.89887135024649,77.20871712442836,206.00871712442836,model
22748,EIRE,2,6.0,0.0,8.44020369851468,0.40670061641911337,0.40670061641911337,0.0,1.0,False,True,0,7,1.65,8.44020369851468,0.0,42.0,model
21218,Germany,2,6.0,0.0,8.439180077304265,0.4065300128840441,0.4065300128840441,0.0,1.0,False,True,0,7,1.65,8.439180077304265,0.0,42.0,model
22581,EIRE,1,12.0,0.0,16.865734041489105,0.40547783679075877,0.40547783679075877,0.0,1.0,False,True,0,7,1.65,16.865734041489105,0.0,84.0,model
20677,EIRE,1,8.0,0.0,11.230411474198352,0.403801434274794,0.403801434274794,0.0,1.0,False,True,0,7,1.65,11.230411474198352,0.0,56.0,model
20675,EIRE,1,8.0,0.0,11.230411474198352,0.403801434274794,0.403801434274794,0.0,1.0,False,True,0,7,1.65,11.230411474198352,0.0,56.0,model
21507,Germany,2,12.0,0.0,16.841594576378682,0.4034662146982237,0.4034662146982237,0.0,1.0,False,True,0,7,1.65,16.841594576378682,0.0,84.0,model
22130,Germany,1,12.0,0.0,16.83114568772254,0.4025954739768783,0.4025954739768783,0.0,1.0,False,True,0,7,1.65,16.83114568772254,0.0,84.0,model
22736,EIRE,1,10.0,0.0,14.018719515703856,0.4018719515703856,0.4018719515703856,0.0,1.0,False,True,0,7,1.65,14.018719515703856,0.0,70.0,model
20725,Greece,1,10.0,0.0,14.018719515703856,0.4018719515703856,0.4018719515703856,0.0,1.0,False,True,0,7,1.65,14.018719515703856,0.0,70.0,model
23173,Netherlands,1,12.0,0.0,16.813048899535485,0.4010874082946237,0.4010874082946237,0.0,1.0,False,True,0,7,1.65,16.813048899535485,0.0,84.0,model
22595,France,3,11.333333333333334,1.1547005383792517,15.86819083255552,0.40013448522548706,0.40013448522548706,0.0,1.0,False,True,0,7,1.65,15.86819083255552,5.040833264451424,84.37416659778476,model
85049G,Germany,3,9.0,5.196152422706632,12.597678779627195,0.399742086625244,0.399742086625244,0.0,1.0,False,True,0,7,1.65,12.597678779627195,22.68374969003141,85.6837496900314,model
22150,EIRE,1,6.0,0.0,8.396923444189525,0.3994872406982542,0.3994872406982542,0.0,1.0,False,True,0,7,1.65,8.396923444189525,0.0,42.0,model
23179,Netherlands,1,36.0,0.0,50.37594781289204,0.3993318836914457,0.3993318836914457,0.0,1.0,False,True,0,7,1.65,50.37594781289204,0.0,252.0,model
22432,Netherlands,1,48.0,0.0,67.13231025055484,0.3985897968865591,0.3985897968865591,0.0,1.0,False,True,0,7,1.65,67.13231025055484,0.0,336.0,model
22357,France,2,4.0,0.0,5.588113188238568,0.3970282970596418,0.3970282970596418,0.0,1.0,False,True,0,7,1.65,5.588113188238568,0.0,28.0,model
90196B,United Kingdom,1,1.0,0.0,1.3957035953371857,0.3957035953371857,0.3957035953371857,0.0,1.0,False,True,0,7,1.65,1.3957035953371857,0.0,7.0,model
90175B,United Kingdom,1,1.0,0.0,1.3957035953371857,0.3957035953371857,0.3957035953371857,0.0,1.0,False,True,0,7,1.65,1.3957035953371857,0.0,7.0,model
15056p,United Kingdom,2,1.0,0.0,1.3957035953371857,0.3957035953371857,0.3957035953371857,0.0,1.0,False,True,0,7,1.65,1.3957035953371857,0.0,7.0,model
85014b,United Kingdom,3,1.0,0.0,1.3957035953371857,0.3957035953371857,0.3957035953371857,0.0,1.0,False,True,0,7,1.65,1.3957035953371857,0.0,7.0,model
84795b,United Kingdom,1,1.0,0.0,1.3957035953371857,0.3957035953371857,0.3957035953371857,0.0,1.0,False,True,0,7,1.65,1.3957035953371857,0.0,7.0,model
90016C,United Kingdom,1,1.0,0.0,1.3957035953371857,0.3957035953371857,0.3957035953371857,0.0,1.0,False,True,0,7,1.65,1.3957035953371857,0.0,7.0,model
gift_0001_10,United Kingdom,1,1.0,0.0,1.3957035953371857,0.3957035953371857,0.3957035953371857,0.0,1.0,False,True,0,7,1.65,1.3957035953371857,0.0,7.0,model
22440,Germany,1,20.0,0.0,27.906829190871687,0.39534145954358435,0.39534145954358435,0.0,1.0,False,True,0,7,1.65,27.906829190871687,0.0,140.0,model
23507,France,1,20.0,0.0,27.906829190871687,0.39534145954358435,0.39534145954358435,0.0,1.0,False,True,0,7,1.65,27.906829190871687,0.0,140.0,model
22436,France,1,20.0,0.0,27.906829190871687,0.39534145954358435,0.39534145954358435,0.0,1.0,False,True,0,7,1.65,27.906829190871687,0.0,140.0,model
47559b,United Kingdom,2,1.5,0.7071067811865476,2.091007194794427,0.39400479652961806,0.39400479652961806,0.0,1.0,False,True,0,7,1.65,2.091007194794427,3.086867344088502,13.586867344088501,model
22416,Portugal,1,12.0,0.0,16.725035460965056,0.39375295508042135,0.39375295508042135,0.0,1.0,False,True,0,7,1.65,16.725035460965056,0.0,84.0,model
21429,Finland,1,8.0,0.0,11.14967892088344,0.39370986511043005,0.39370986511043005,0.0,1.0,False,True,0,7,1.65,11.14967892088344,0.0,56.0,model
22355,Portugal,1,10.0,0.0,13.929695431210977,0.39296954312109766,0.39296954312109766,0.0,1.0,False,True,0,7,1.65,13.929695431210977,0.0,70.0,model
21508,Netherlands,1,72.0,0.0,100.28568277014644,0.39285670514092275,0.39285670514092275,0.0,1.0,False,True,0,7,1.65,100.28568277014644,0.0,504.0,model
22424,EIRE,2,2.0,1.4142135623730951,2.7856362796368543,0.3928181398184271,0.3928181398184271,0.0,1.0,False,True,0,7,1.65,2.7856362796368543,6.173734688177004,20.173734688177003,model
22029,Belgium,2,12.0,0.0,16.709214572432824,0.39243454770273534,0.39243454770273534,0.0,1.0,False,True,0,7,1.65,16.709214572432824,0.0,84.0,model
21509,France,2,12.0,0.0,16.709214572432824,0.39243454770273534,0.39243454770273534,0.0,1.0,False,True,0,7,1.65,16.709214572432824,0.0,84.0,model
22027,Germany,1,12.0,0.0,16.709214572432824,0.39243454770273534,0.39243454770273534,0.0,1.0,False,True,0,7,1.65,16.709214572432824,0.0,84.0,model
22819,Germany,1,12.0,0.0,16.709214572432824,0.39243454770273534,0.39243454770273534,0.0,1.0,False,True,0,7,1.65,16.709214572432824,0.0,84.0,model
21987,Germany,1,12.0,0.0,16.709214572432824,0.39243454770273534,0.39243454770273534,0.0,1.0,False,True,0,7,1.65,16.709214572432824,0.0,84.0,model
22024,France,1,12.0,0.0,16.709214572432824,0.39243454770273534,0.39243454770273534,0.0,1.0,False,True,0,7,1.65,16.709214572432824,0.0,84.0,model
22844,Italy,2,6.0,8.48528137423857,8.350337705006574,0.3917229508344291,0.3917229508344291,0.0,1.0,False,True,1,7,1.65,8.350337705006574,37.04240812906202,79.04240812906201,model
21108,Spain,1,18.0,0.0,25.04549387673607,0.39141632648533725,0.39141632648533725,0.0,1.0,False,True,0,7,1.65,25.04549387673607,0.0,126.0,model
21136,EIRE,1,8.0,0.0,11.10966688942708,0.38870836117838503,0.38870836117838503,0.0,1.0,False,True,0,7,1.65,11.10966688942708,0.0,56.0,model
23021,United Kingdom,1,4.0,0.0,5.554536249741141,0.3886340624352853,0.3886340624352853,0.0,1.0,False,True,0,7,1.65,5.554536249741141,0.0,28.0,model
16237,Germany,1,30.0,0.0,41.64795938278888,0.38826531275962944,0.38826531275962944,0.0,1.0,False,True,0,7,1.65,41.64795938278888,0.0,210.0,model
22151,Belgium,1,24.0,0.0,33.308742565238255,0.387864273551594,0.387864273551594,0.0,1.0,False,True,0,7,1.65,33.308742565238255,0.0,168.0,model
22083,EIRE,1,6.0,0.0,8.326665796889714,0.38777763281495226,0.38777763281495226,0.0,1.0,False,True,0,7,1.65,8.326665796889714,0.0,42.0,model
21931,France,3,7.666666666666667,4.041451884327381,10.630118134435866,0.3865371479698955,0.3865371479698955,0.0,1.0,False,True,0,7,1.65,10.630118134435866,17.642916425579983,71.30958309224665,model
23360,EIRE,2,12.0,0.0,16.62012841242933,0.3850107010357775,0.3850107010357775,0.0,1.0,False,True,0,7,1.65,16.62012841242933,0.0,84.0,model
22867,Italy,1,12.0,0.0,16.610177894882657,0.38418149124022144,0.38418149124022144,0.0,1.0,False,True,0,7,1.65,16.610177894882657,0.0,84.0,model
21426,Norway,1,12.0,0.0,16.610177894882657,0.38418149124022144,0.38418149124022144,0.0,1.0,False,True,0,7,1.65,16.610177894882657,0.0,84.0,model
82567,Portugal,1,12.0,0.0,16.610177894882657,0.38418149124022144,0.38418149124022144,0.0,1.0,False,True,0,7,1.65,16.610177894882657,0.0,84.0,model
85152,Portugal,1,12.0,0.0,16.610177894882657,0.38418149124022144,0.38418149124022144,0.0,1.0,False,True,0,7,1.65,16.610177894882657,0.0,84.0,model
22632,Belgium,1,12.0,0.0,16.610177894882657,0.38418149124022144,0.38418149124022144,0.0,1.0,False,True,0,7,1.65,16.610177894882657,0.0,84.0,model
22865,Belgium,1,12.0,0.0,16.610177894882657,0.38418149124022144,0.38418149124022144,0.0,1.0,False,True,0,7,1.65,16.610177894882657,0.0,84.0,model
85053,EIRE,3,6.0,0.0,8.301201274590419,0.3835335457650697,0.3835335457650697,0.0,1.0,False,True,0,7,1.65,8.301201274590419,0.0,42.0,model
21498,Belgium,1,25.0,0.0,34.57253173926165,0.38290126957046594,0.38290126957046594,0.0,1.0,False,True,0,7,1.65,34.57253173926165,0.0,175.0,model
22593,France,3,12.0,0.0,16.594336574577728,0.38286138121481084,0.38286138121481084,0.0,1.0,False,True,0,7,1.65,16.594336574577728,0.0,84.0,model
22130,France,1,12.0,0.0,16.569513172126534,0.3807927643438778,0.3807927643438778,0.0,1.0,False,True,0,7,1.65,16.569513172126534,0.0,84.0,model
22059,Italy,1,12.0,0.0,16.544541235556444,0.3787117696297037,0.3787117696297037,0.0,1.0,False,True,0,7,1.65,16.544541235556444,0.0,84.0,model
22150,Germany,1,6.0,0.0,8.26583255034939,0.3776387583915651,0.3776387583915651,0.0,1.0,False,True,0,7,1.65,8.26583255034939,0.0,42.0,model
84796B,United Kingdom,1,1.0,0.0,1.3773238600062905,0.3773238600062905,0.3773238600062905,0.0,1.0,False,True,0,7,1.65,1.3773238600062905,0.0,7.0,model
84870B,United Kingdom,1,1.0,0.0,1.3773238600062905,0.3773238600062905,0.3773238600062905,0.0,1.0,False,True,0,7,1.65,1.3773238600062905,0.0,7.0,model
22646,France,2,12.0,0.0,16.517199688962936,0.376433307413578,0.376433307413578,0.0,1.0,False,True,0,7,1.65,16.517199688962936,0.0,84.0,model
21135,France,1,8.0,0.0,11.01132369909773,0.37641546238721624,0.37641546238721624,0.0,1.0,False,True,0,7,1.65,11.01132369909773,0.0,56.0,model
23329,EIRE,3,12.0,0.0,16.481132728697784,0.3734277273914819,0.3734277273914819,0.0,1.0,False,True,0,7,1.65,16.481132728697784,0.0,84.0,model
20985,EIRE,2,12.0,0.0,16.477606864660867,0.3731339053884056,0.3731339053884056,0.0,1.0,False,True,0,7,1.65,16.477606864660867,0.0,84.0,model
84406B,Austria,1,4.0,0.0,5.486524244419336,0.3716310611048339,0.3716310611048339,0.0,1.0,False,True,0,7,1.65,5.486524244419336,0.0,28.0,model
22940,Austria,1,4.0,0.0,5.486524244419336,0.3716310611048339,0.3716310611048339,0.0,1.0,False,True,0,7,1.65,5.486524244419336,0.0,28.0,model
23002,Norway,2,24.0,0.0,32.91840849232805,0.3716003538470021,0.3716003538470021,0.0,1.0,False,True,0,7,1.65,32.91840849232805,0.0,168.0,model
23000,Norway,2,24.0,0.0,32.91840849232805,0.3716003538470021,0.3716003538470021,0.0,1.0,False,True,0,7,1.65,32.91840849232805,0.0,168.0,model
23291,France,3,6.666666666666667,2.309401076758503,9.137467302398704,0.37062009535980567,0.37062009535980567,0.0,1.0,False,True,0,7,1.65,9.137467302398704,10.081666528902849,56.74833319556952,model
23289,France,3,6.666666666666667,2.309401076758503,9.137467302398704,0.37062009535980567,0.37062009535980567,0.0,1.0,False,True,0,7,1.65,9.137467302398704,10.081666528902849,56.74833319556952,model
22992,Italy,1,12.0,0.0,16.437109898024193,0.36975915816868277,0.36975915816868277,0.0,1.0,False,True,0,7,1.65,16.437109898024193,0.0,84.0,model
22150,Italy,1,12.0,0.0,16.437109898024193,0.36975915816868277,0.36975915816868277,0.0,1.0,False,True,0,7,1.65,16.437109898024193,0.0,84.0,model
21621,Channel Islands,1,4.0,0.0,5.474997592869554,0.3687493982173884,0.3687493982173884,0.0,1.0,False,True,0,7,1.65,5.474997592869554,0.0,28.0,model
22846,Netherlands,1,4.0,0.0,5.474997592869554,0.3687493982173884,0.3687493982173884,0.0,1.0,False,True,0,7,1.65,5.474997592869554,0.0,28.0,model
22487,Netherlands,1,4.0,0.0,5.474997592869554,0.3687493982173884,0.3687493982173884,0.0,1.0,False,True,0,7,1.65,5.474997592869554,0.0,28.0,model
47591D,Germany,1,8.0,0.0,10.94184314888132,0.367730393610165,0.367730393610165,0.0,1.0,False,True,0,7,1.65,10.94184314888132,0.0,56.0,model
